municipio;lat;lng;url_maps
VALGA;42.66017006273579;-8.64713991359037;https://www.google.com/maps?q=...842.66017006273579,-8.64713991359037
VEDRA;42.81797775859024;-8.474895431694524;https://www.google.com/maps?q=...842.81797775859024,-8.474895431694524
VEREA;42.11533508097537;-7.970311372652574;https://www.google.com/maps?q=...842.11533508097537,-7.970311372652574
VERIN;41.94199429449593;-7.438160297085576;https://www.google.com/maps?q=...841.94199429449593,-7.438160297085576
VIANA DO BOLO;42.16494576398493;-7.098234442640712;https://www.google.com/maps?q=...842.16494576398493,-7.098234442640712
VIGO;42.21763182242981;-8.71057037593946;https://www.google.com/maps?q=...842.21763182242981,-8.71057037593946
VILA DE CRUCES;42.794436716464354;-8.197939922275413;https://www.google.com/maps?q=...842.794436716464354,-8.197939922275413
VILABOA;42.348596744190914;-8.663528227518718;https://www.google.com/maps?q=...842.348596744190914,-8.663528227518718
VILAGARCIA DE AROUSA;42.60970477867474;-8.746851828570207;https://www.google.com/maps?q=...842.60970477867474,-8.746851828570207
VILALBA;43.316680076215064;-7.655063733731772;https://www.google.com/maps?q=...843.316680076215064,-7.655063733731772
VILAMARIN;42.47025440113254;-7.889207981795595;https://www.google.com/maps?q=...842.47025440113254,-7.889207981795595
VILAMARTIN DE VALDEORRAS;42.45005553867116;-7.074781661207137;https://www.google.com/maps?q=...842.45005553867116,-7.074781661207137
VILANOVA DE AROUSA;42.54810814552999;-8.771222202558652;https://www.google.com/maps?q=...842.54810814552999,-8.771222202558652
VILAR DE BARRIO;42.20376245569299;-7.597438097069705;https://www.google.com/maps?q=...842.20376245569299,-7.597438097069705
VILAR DE SANTOS;42.11002522078542;-7.808077207051976;https://www.google.com/maps?q=...842.11002522078542,-7.808077207051976
VILARDEVOS;41.92379218391965;-7.333235190652857;https://www.google.com/maps?q=...841.92379218391965,-7.333235190652857
VILARINO DE CONSO;42.17374624675603;-7.24957613641977;https://www.google.com/maps?q=...842.17374624675603,-7.24957613641977
VILARMAIOR;43.359558060783044;-8.131628937034847;https://www.google.com/maps?q=...843.359558060783044,-8.131628937034847
VILASANTAR;43.07444638554645;-8.08750357141259;https://www.google.com/maps?q=...843.07444638554645,-8.08750357141259
VIMIANZO;43.103716170966315;-9.029814654857391;https://www.google.com/maps?q=...843.103716170966315,-9.029814654857391
VIVEIRO;43.61949243486916;-7.589817078197113;https://www.google.com/maps?q=...843.61949243486916,-7.589817078197113
XERMADE;43.36216145097018;-7.805545251117435;https://www.google.com/maps?q=...843.36216145097018,-7.805545251117435
XINZO DE LIMIA;42.04059200871934;-7.702135878552338;https://www.google.com/maps?q=...842.04059200871934,-7.702135878552338
XOVE;43.669226836153186;-7.517542727112504;https://www.google.com/maps?q=...843.669226836153186,-7.517542727112504
XUNQUEIRA DE AMBIA;42.176313772952625;-7.716182050062079;https://www.google.com/maps?q=...842.176313772952625,-7.716182050062079
XUNQUEIRA DE ESPADANEDO;42.32826242556796;-7.666025823766679;https://www.google.com/maps?q=...842.32826242556796,-7.666025823766679
ZAS;43.079077107702645;-8.897541354647116;https://www.google.com/maps?q=...843.079077107702645,-8.897541354647116
